Seed,Dataset,Model,HyperOpt params
5,jasmine,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.08333333333333333, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,kc,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.21821789023599236, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,kc,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.21821789023599236, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,kc,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.21821789023599236, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,kc,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.21821789023599236, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,bank_marketing,catboost,"{'learning_rate': '0.0010', 'subsample': '0.6192', 'one_hot_max_size': '109.0000', 'l2_leaf_reg': '4.7835', 'depth': '11.0000', 'scale_pos_weight': '1.0345'}"
2,sylvine,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.223606797749979, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,sylvine,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.223606797749979, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,sylvine,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.223606797749979, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,sylvine,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.223606797749979, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,volkert,lgbm,"{'learning_rate': '0.0080', 'lambda_l2': '0.0004', 'max_depth': '10.0000', 'bagging_fraction': '0.6518', 'feature_fraction': '0.6142'}"
4,guillermo,lgbm,"{'learning_rate': '0.0042', 'lambda_l2': '2.1261', 'max_depth': '9.0000', 'bagging_fraction': '0.6253', 'feature_fraction': '0.5295'}"
2,bank_marketing,catboost,"{'learning_rate': '0.0014', 'subsample': '0.7596', 'one_hot_max_size': '103.0000', 'l2_leaf_reg': '4.5996', 'depth': '9.0000', 'scale_pos_weight': '2.9622'}"
5,bank_marketing,catboost,"{'learning_rate': '0.0291', 'subsample': '0.6427', 'one_hot_max_size': '154.0000', 'l2_leaf_reg': '3.7578', 'depth': '9.0000', 'scale_pos_weight': '3.3677'}"
3,guillermo,lgbm,"{'learning_rate': '0.0268', 'lambda_l2': '0.0466', 'max_depth': '7.0000', 'bagging_fraction': '0.6176', 'feature_fraction': '0.4435'}"
1,amazon_employee_access,catboost,"{'learning_rate': '0.0134', 'subsample': '0.8319', 'one_hot_max_size': '105.0000', 'l2_leaf_reg': '2.0744', 'depth': '11.0000', 'scale_pos_weight': '1.8968'}"
3,amazon_employee_access,catboost,"{'learning_rate': '0.0297', 'subsample': '0.7756', 'one_hot_max_size': '184.0000', 'l2_leaf_reg': '1.3391', 'depth': '11.0000', 'scale_pos_weight': '2.7621'}"
4,amazon_employee_access,catboost,"{'learning_rate': '0.0482', 'subsample': '0.6360', 'one_hot_max_size': '166.0000', 'l2_leaf_reg': '1.2150', 'depth': '11.0000', 'scale_pos_weight': '2.1461'}"
2,amazon_employee_access,catboost,"{'learning_rate': '0.0036', 'subsample': '0.8381', 'one_hot_max_size': '162.0000', 'l2_leaf_reg': '3.8248', 'depth': '11.0000', 'scale_pos_weight': '3.4277'}"
5,guillermo,lgbm,"{'learning_rate': '0.0114', 'lambda_l2': '0.0001', 'max_depth': '11.0000', 'bagging_fraction': '0.6985', 'feature_fraction': '0.5815'}"
2,higgs,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.18898223650461363, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,higgs,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.18898223650461363, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,connect-4,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 3, 'colsample_bynode': 0.1543033499620919, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,connect-4,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 3, 'colsample_bynode': 0.1543033499620919, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,connect-4,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 3, 'colsample_bynode': 0.1543033499620919, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,higgs,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.18898223650461363, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,australian,catboost,"{'learning_rate': '0.0011', 'subsample': '0.7111', 'one_hot_max_size': '185.0000', 'l2_leaf_reg': '4.8275', 'depth': '9.0000', 'scale_pos_weight': '1.0455'}"
4,amazon_employee_access,catboost,"{'learning_rate': '0.0116', 'subsample': '0.7524', 'one_hot_max_size': '100.0000', 'l2_leaf_reg': '4.9696', 'depth': '11.0000', 'scale_pos_weight': '8.6134'}"
5,higgs,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.18898223650461363, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,connect-4,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 3, 'colsample_bynode': 0.1543033499620919, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,connect-4,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 3, 'colsample_bynode': 0.1543033499620919, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,adult,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.09667364890456637, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,adult,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.09667364890456637, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,adult,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.09667364890456637, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,adult,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.09667364890456637, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,albert,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.11322770341445959, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,albert,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.11322770341445959, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,amazon_employee_access,catboost,"{'learning_rate': '0.0111', 'subsample': '0.6149', 'one_hot_max_size': '203.0000', 'l2_leaf_reg': '2.1601', 'depth': '11.0000', 'scale_pos_weight': '3.0761'}"
4,albert,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.11322770341445959, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,albert,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.11322770341445959, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,adult,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.09667364890456637, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,adult,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.09667364890456637, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,jasmine,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.08333333333333333, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,jasmine,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.08333333333333333, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,amazon_employee_access,catboost,"{'learning_rate': '0.0036', 'subsample': '0.6403', 'one_hot_max_size': '197.0000', 'l2_leaf_reg': '2.4297', 'depth': '11.0000', 'scale_pos_weight': '5.0481'}"
4,jasmine,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.08333333333333333, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,jasmine,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.08333333333333333, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,miniboone,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.1414213562373095, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,fabert,lgbm,"{'learning_rate': '0.0155', 'lambda_l2': '0.3774', 'max_depth': '5.0000', 'bagging_fraction': '0.6306', 'feature_fraction': '0.6635'}"
4,fabert,lgbm,"{'learning_rate': '0.0014', 'lambda_l2': '0.0095', 'max_depth': '8.0000', 'bagging_fraction': '0.5300', 'feature_fraction': '0.5349'}"
3,fabert,lgbm,"{'learning_rate': '0.0024', 'lambda_l2': '0.0012', 'max_depth': '5.0000', 'bagging_fraction': '0.8059', 'feature_fraction': '0.4244'}"
5,fabert,lgbm,"{'learning_rate': '0.0159', 'lambda_l2': '0.3588', 'max_depth': '4.0000', 'bagging_fraction': '0.5311', 'feature_fraction': '0.3765'}"
3,miniboone,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.1414213562373095, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,fabert,lgbm,"{'learning_rate': '0.0010', 'lambda_l2': '0.0080', 'max_depth': '11.0000', 'bagging_fraction': '0.7531', 'feature_fraction': '0.3540'}"
4,adult,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.09667364890456637, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,adult,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.09667364890456637, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,guillermo,xgb,"{'lambda': '0.0240', 'gamma': '0.0070', 'subsample': '0.7970', 'colsample_bytree': '0.4499', 'max_depth': '9.0000', 'eta': '0.0029', 'scale_pos_weight': '1.0151'}"
4,miniboone,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.1414213562373095, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,albert,lgbm,"{'learning_rate': '0.0095', 'lambda_l2': '0.0877', 'max_depth': '9.0000', 'bagging_fraction': '0.7345', 'feature_fraction': '0.8275'}"
2,albert,lgbm,"{'learning_rate': '0.0055', 'lambda_l2': '0.2251', 'max_depth': '9.0000', 'bagging_fraction': '0.6547', 'feature_fraction': '0.8087'}"
5,miniboone,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.1414213562373095, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,albert,lgbm,"{'learning_rate': '0.0123', 'lambda_l2': '8.8337', 'max_depth': '11.0000', 'bagging_fraction': '0.6805', 'feature_fraction': '0.8272'}"
5,albert,lgbm,"{'learning_rate': '0.0123', 'lambda_l2': '23.5352', 'max_depth': '9.0000', 'bagging_fraction': '0.6003', 'feature_fraction': '0.8250'}"
3,albert,lgbm,"{'learning_rate': '0.0078', 'lambda_l2': '0.0056', 'max_depth': '9.0000', 'bagging_fraction': '0.7858', 'feature_fraction': '0.7710'}"
2,numerai28.6,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.21821789023599236, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,miniboone,lgbm,"{'learning_rate': '0.0227', 'lambda_l2': '22.9764', 'max_depth': '11.0000', 'bagging_fraction': '0.4738', 'feature_fraction': '0.9782'}"
3,miniboone,lgbm,"{'learning_rate': '0.0073', 'lambda_l2': '34.9706', 'max_depth': '9.0000', 'bagging_fraction': '0.8427', 'feature_fraction': '0.6045'}"
5,miniboone,lgbm,"{'learning_rate': '0.0047', 'lambda_l2': '14.1177', 'max_depth': '8.0000', 'bagging_fraction': '0.3347', 'feature_fraction': '0.6542'}"
2,miniboone,lgbm,"{'learning_rate': '0.0041', 'lambda_l2': '4.9026', 'max_depth': '10.0000', 'bagging_fraction': '0.7670', 'feature_fraction': '0.6014'}"
4,miniboone,lgbm,"{'learning_rate': '0.0110', 'lambda_l2': '2.2132', 'max_depth': '8.0000', 'bagging_fraction': '0.8229', 'feature_fraction': '0.6775'}"
3,numerai28.6,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.21821789023599236, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,numerai28.6,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.21821789023599236, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,numerai28.6,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.21821789023599236, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,jannis,lgbm,"{'learning_rate': '0.0007', 'lambda_l2': '0.0135', 'max_depth': '9.0000', 'bagging_fraction': '0.7344', 'feature_fraction': '0.7814'}"
1,jannis,lgbm,"{'learning_rate': '0.0011', 'lambda_l2': '7.5691', 'max_depth': '8.0000', 'bagging_fraction': '0.6578', 'feature_fraction': '0.6146'}"
2,sylvine,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.223606797749979, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,jannis,lgbm,"{'learning_rate': '0.0027', 'lambda_l2': '38.7817', 'max_depth': '7.0000', 'bagging_fraction': '0.8476', 'feature_fraction': '0.6005'}"
3,sylvine,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.223606797749979, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,sylvine,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.223606797749979, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,sylvine,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.223606797749979, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,volkert,lgbm,"{'learning_rate': '0.0051', 'lambda_l2': '0.6192', 'max_depth': '11.0000', 'bagging_fraction': '0.6627', 'feature_fraction': '0.6021'}"
4,jannis,lgbm,"{'learning_rate': '0.0016', 'lambda_l2': '10.1615', 'max_depth': '11.0000', 'bagging_fraction': '0.6068', 'feature_fraction': '0.7345'}"
5,jannis,lgbm,"{'learning_rate': '0.0024', 'lambda_l2': '0.0002', 'max_depth': '11.0000', 'bagging_fraction': '0.8446', 'feature_fraction': '0.6650'}"
4,volkert,lgbm,"{'learning_rate': '0.0044', 'lambda_l2': '6.9735', 'max_depth': '8.0000', 'bagging_fraction': '0.6107', 'feature_fraction': '0.9597'}"
3,volkert,lgbm,"{'learning_rate': '0.0053', 'lambda_l2': '0.0015', 'max_depth': '10.0000', 'bagging_fraction': '0.8389', 'feature_fraction': '0.8158'}"
1,volkert,lgbm,"{'learning_rate': '0.0095', 'lambda_l2': '0.2100', 'max_depth': '11.0000', 'bagging_fraction': '0.5856', 'feature_fraction': '0.7123'}"
2,volkert,lgbm,"{'learning_rate': '0.0130', 'lambda_l2': '0.0016', 'max_depth': '11.0000', 'bagging_fraction': '0.5861', 'feature_fraction': '0.8037'}"
5,guillermo,lgbm,"{'learning_rate': '0.0136', 'lambda_l2': '34.4805', 'max_depth': '7.0000', 'bagging_fraction': '0.6690', 'feature_fraction': '0.5530'}"
2,australian,catboost,"{'learning_rate': '0.0016', 'subsample': '0.7480', 'one_hot_max_size': '211.0000', 'l2_leaf_reg': '3.5640', 'depth': '5.0000', 'scale_pos_weight': '1.0046'}"
3,volkert,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.7676', 'colsample_bytree': '0.9375', 'max_depth': '9.0000', 'eta': '0.0057', 'scale_pos_weight': '2.3661'}"
2,numerai28.6,xgb,"{'lambda': '0.0005', 'gamma': '0.0000', 'subsample': '0.7051', 'colsample_bytree': '0.5653', 'max_depth': '3.0000', 'eta': '0.0010', 'scale_pos_weight': '1.0035'}"
3,numerai28.6,xgb,"{'lambda': '0.6328', 'gamma': '0.1538', 'subsample': '0.5040', 'colsample_bytree': '0.5146', 'max_depth': '3.0000', 'eta': '0.0011', 'scale_pos_weight': '1.0017'}"
5,numerai28.6,xgb,"{'lambda': '0.8728', 'gamma': '0.0000', 'subsample': '0.8441', 'colsample_bytree': '0.7528', 'max_depth': '3.0000', 'eta': '0.0015', 'scale_pos_weight': '1.0099'}"
2,sylvine,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.8475', 'colsample_bytree': '0.7904', 'max_depth': '11.0000', 'eta': '0.0034', 'scale_pos_weight': '1.0000'}"
1,miniboone,xgb,"{'lambda': '0.6997', 'gamma': '0.6160', 'subsample': '0.5574', 'colsample_bytree': '0.7750', 'max_depth': '9.0000', 'eta': '0.0025', 'scale_pos_weight': '1.2822'}"
4,numerai28.6,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.5724', 'colsample_bytree': '0.7581', 'max_depth': '3.0000', 'eta': '0.0439', 'scale_pos_weight': '1.0026'}"
3,sylvine,xgb,"{'lambda': '0.9354', 'gamma': '0.6156', 'subsample': '0.8450', 'colsample_bytree': '0.8346', 'max_depth': '9.0000', 'eta': '0.0066', 'scale_pos_weight': '1.0000'}"
4,sylvine,xgb,"{'lambda': '0.0000', 'gamma': '0.9444', 'subsample': '0.8446', 'colsample_bytree': '0.7419', 'max_depth': '9.0000', 'eta': '0.0019', 'scale_pos_weight': '1.0000'}"
5,sylvine,xgb,"{'lambda': '0.0000', 'gamma': '0.5804', 'subsample': '0.7180', 'colsample_bytree': '0.5589', 'max_depth': '11.0000', 'eta': '0.0112', 'scale_pos_weight': '1.0000'}"
3,amazon_employee_access,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.3333333333333333, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,amazon_employee_access,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.3333333333333333, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,amazon_employee_access,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.3333333333333333, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,amazon_employee_access,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.3333333333333333, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,amazon_employee_access,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.3333333333333333, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,amazon_employee_access,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.3333333333333333, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,amazon_employee_access,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.3333333333333333, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,amazon_employee_access,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.3333333333333333, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,amazon_employee_access,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.3333333333333333, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,australian,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.2672612419124244, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,australian,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.2672612419124244, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,australian,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.2672612419124244, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,amazon_employee_access,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.3333333333333333, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,australian,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.2672612419124244, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,australian,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.2672612419124244, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,australian,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.2672612419124244, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,credit-g,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.12803687993289598, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,credit-g,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.12803687993289598, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,credit-g,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.12803687993289598, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,credit-g,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.12803687993289598, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,credit-g,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.12803687993289598, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,bank_marketing,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.140028008402801, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,bank_marketing,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.140028008402801, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,bank_marketing,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.140028008402801, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,bank_marketing,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.140028008402801, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,kc,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.21821789023599236, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
